id,label,geonames/0/label,geonames/0/uri,geonames/0/superclass_uri,wordnet/labelsense,wordnet/labelsense_n,wordnet/synsets/0/uri,wordnet/synsets/0/tagcount,wordnet/synsets/0/superclass_uri,dbpedia/0/label,dbpedia/0/uri,dbpedia/0/superclass_uri,wordnet/synsets/1/uri,wordnet/synsets/1/tagcount,wordnet/synsets/1/superclass_uri,wordnet/synsets/2/uri,wordnet/synsets/2/tagcount,wordnet/synsets/2/superclass_uri,geonames/1/label,geonames/1/uri,geonames/1/superclass_uri,geonames/2/label,geonames/2/uri,geonames/2/superclass_uri,wordnet/synsets/3/uri,wordnet/synsets/3/tagcount,wordnet/synsets/3/superclass_uri,wordnet/synsets/4/uri,wordnet/synsets/4/tagcount,wordnet/synsets/4/superclass_uri,dbpedia/1/label,dbpedia/1/uri,dbpedia/1/superclass_uri
pv915,lazarette,,,,http://wordnet-rdf.princeton.edu/wn31/lazarette-n,1,http://wordnet-rdf.princeton.edu/wn31/103656129-n,0,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv916,lazaretto,,,,http://wordnet-rdf.princeton.edu/wn31/lazaretto-n,2,http://wordnet-rdf.princeton.edu/wn31/103656129-n,0,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv917,lea,,,,http://wordnet-rdf.princeton.edu/wn31/lea-n,2,http://wordnet-rdf.princeton.edu/wn31/108633625-n,0,http://wordnet-rdf.princeton.edu/wn31/108615857-n,,,,,,,,,,,,,,,,,,,,,,,,
pv918,lead mine,lead mine(s),http://www.geonames.org/ontology#S.MNPB,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv919,leased area,leased area,http://www.geonames.org/ontology#A.LTER,http://www.geonames.org/ontology#A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv920,ledge,ledge,http://www.geonames.org/ontology#U.LDGU,http://www.geonames.org/ontology#U,http://wordnet-rdf.princeton.edu/wn31/ledge-n,1,http://wordnet-rdf.princeton.edu/wn31/109360159-n,1,http://wordnet-rdf.princeton.edu/wn31/109432390-n,,,,,,,,,,,,,,,,,,,,,,,,
pv921,left,,,,http://wordnet-rdf.princeton.edu/wn31/left-n,5,http://wordnet-rdf.princeton.edu/wn31/103659700-n,2,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv922,left field,,,,http://wordnet-rdf.princeton.edu/wn31/left+field-n,2,http://wordnet-rdf.princeton.edu/wn31/103659700-n,0,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv923,leftfield,,,,http://wordnet-rdf.princeton.edu/wn31/leftfield-n,2,http://wordnet-rdf.princeton.edu/wn31/103659700-n,4,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv924,lemon grove,,,,http://wordnet-rdf.princeton.edu/wn31/lemon+grove-n,1,http://wordnet-rdf.princeton.edu/wn31/103661337-n,0,http://wordnet-rdf.princeton.edu/wn31/103468764-n,,,,,,,,,,,,,,,,,,,,,,,,
pv925,leper colony,leper colony,http://www.geonames.org/ontology#S.LEPC,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv926,leprosarium,leprosarium,http://www.geonames.org/ontology#S.HSPL,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv927,levee,levee,http://www.geonames.org/ontology#T.LEV,http://www.geonames.org/ontology#T,,,,,,,,,,,,,,,levee,http://www.geonames.org/ontology#U.LEVU,http://www.geonames.org/ontology#U,,,,,,,,,,,,
pv928,level crossing,,,,http://wordnet-rdf.princeton.edu/wn31/level+crossing-n,1,http://wordnet-rdf.princeton.edu/wn31/103664448-n,0,http://wordnet-rdf.princeton.edu/wn31/103586294-n,,,,,,,,,,,,,,,,,,,,,,,,
pv929,ley,,,,http://wordnet-rdf.princeton.edu/wn31/ley-n,1,http://wordnet-rdf.princeton.edu/wn31/108633625-n,0,http://wordnet-rdf.princeton.edu/wn31/108615857-n,,,,,,,,,,,,,,,,,,,,,,,,
pv930,library,library,http://www.geonames.org/ontology#S.LIBR,http://www.geonames.org/ontology#S,http://wordnet-rdf.princeton.edu/wn31/library-n,5,http://wordnet-rdf.princeton.edu/wn31/103666369-n,0,http://wordnet-rdf.princeton.edu/wn31/102916498-n,library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Building,,,,,,,,,,,,,,,,,,,library,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution
pv931,lighthouse,lighthouse,http://www.geonames.org/ontology#S.LTHSE,http://www.geonames.org/ontology#S,,,,,,lighthouse,http://dbpedia.org/ontology/Lighthouse,http://dbpedia.org/ontology/Building,,,,,,,,,,,,,,,,,,,,,
pv932,liman,,,,http://wordnet-rdf.princeton.edu/wn31/liman-n,1,http://wordnet-rdf.princeton.edu/wn31/109362320-n,0,http://wordnet-rdf.princeton.edu/wn31/109351652-n,,,,,,,,,,,,,,,,,,,,,,,,
pv933,limekiln,limekiln,http://www.geonames.org/ontology#S.MFGLM,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv934,litoral,,,,http://wordnet-rdf.princeton.edu/wn31/litoral-n,1,http://wordnet-rdf.princeton.edu/wn31/108613632-n,0,http://wordnet-rdf.princeton.edu/wn31/109451197-n,,,,,,,,,,,,,,,,,,,,,,,,
pv935,little theater,,,,http://wordnet-rdf.princeton.edu/wn31/little+theater-n,1,http://wordnet-rdf.princeton.edu/wn31/103684055-n,0,http://wordnet-rdf.princeton.edu/wn31/104424944-n,,,,,,,,,,,,,,,,,,,,,,,,
pv936,little theatre,,,,http://wordnet-rdf.princeton.edu/wn31/little+theatre-n,1,http://wordnet-rdf.princeton.edu/wn31/103684055-n,0,http://wordnet-rdf.princeton.edu/wn31/104424944-n,,,,,,,,,,,,,,,,,,,,,,,,
pv937,littoral,,,,http://wordnet-rdf.princeton.edu/wn31/littoral-n,1,http://wordnet-rdf.princeton.edu/wn31/108613632-n,0,http://wordnet-rdf.princeton.edu/wn31/109451197-n,,,,,,,,,,,,,,,,,,,,,,,,
pv938,littoral zone,,,,http://wordnet-rdf.princeton.edu/wn31/littoral+zone-n,1,http://wordnet-rdf.princeton.edu/wn31/108613632-n,0,http://wordnet-rdf.princeton.edu/wn31/109451197-n,,,,,,,,,,,,,,,,,,,,,,,,
pv939,livery stable,,,,http://wordnet-rdf.princeton.edu/wn31/livery+stable-n,1,http://wordnet-rdf.princeton.edu/wn31/103684600-n,2,http://wordnet-rdf.princeton.edu/wn31/104302017-n,,,,,,,,,,,,,,,,,,,,,,,,
pv940,llano,,,,http://wordnet-rdf.princeton.edu/wn31/llano-n,1,http://wordnet-rdf.princeton.edu/wn31/109364225-n,0,http://wordnet-rdf.princeton.edu/wn31/109416498-n,,,,,,,,,,,,,,,,,,,,,,,,
pv941,loading area,,,,http://wordnet-rdf.princeton.edu/wn31/loading+area-n,1,http://wordnet-rdf.princeton.edu/wn31/108613770-n,0,http://wordnet-rdf.princeton.edu/wn31/108674524-n,,,,,,,,,,,,,,,,,,,,,,,,
pv942,loading zone,,,,http://wordnet-rdf.princeton.edu/wn31/loading+zone-n,1,http://wordnet-rdf.princeton.edu/wn31/108613770-n,0,http://wordnet-rdf.princeton.edu/wn31/108674524-n,,,,,,,,,,,,,,,,,,,,,,,,
pv943,local government office,local government office,http://www.geonames.org/ontology#S.GOVL,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv944,locality,locality,http://www.geonames.org/ontology#L.LCTY,http://www.geonames.org/ontology#L,,,,,,Locality,http://dbpedia.org/ontology/Locality,http://dbpedia.org/ontology/PopulatedPlace,,,,,,,,,,,,,,,,,,,,,
pv945,loch,,,,http://wordnet-rdf.princeton.edu/wn31/loch-n,2,http://wordnet-rdf.princeton.edu/wn31/109364780-n,0,http://wordnet-rdf.princeton.edu/wn31/109351810-n,,,,http://wordnet-rdf.princeton.edu/wn31/109364893-n,0,http://wordnet-rdf.princeton.edu/wn31/109336622-n,,,,,,,,,,,,,,,,,,
pv946,lock,lock(s),http://www.geonames.org/ontology#S.LOCK,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv947,lodge,,,,http://wordnet-rdf.princeton.edu/wn31/lodge-n,5,http://wordnet-rdf.princeton.edu/wn31/103690812-n,0,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,http://wordnet-rdf.princeton.edu/wn31/103690966-n,0,http://wordnet-rdf.princeton.edu/wn31/103433000-n,http://wordnet-rdf.princeton.edu/wn31/103546876-n,0,http://wordnet-rdf.princeton.edu/wn31/103547513-n,,,,,,,,,,,,,,,
pv948,lodging house,,,,http://wordnet-rdf.princeton.edu/wn31/lodging+house-n,1,http://wordnet-rdf.princeton.edu/wn31/103691146-n,0,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,,,,,,,,,,,,,,,,,,,,,
pv949,log cabin,,,,http://wordnet-rdf.princeton.edu/wn31/log+cabin-n,1,http://wordnet-rdf.princeton.edu/wn31/103692250-n,1,http://wordnet-rdf.princeton.edu/wn31/102935784-n,,,,,,,,,,,,,,,,,,,,,,,,
pv950,logging camp,logging camp,http://www.geonames.org/ontology#S.CMPL,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv951,loony bin,,,,http://wordnet-rdf.princeton.edu/wn31/loony+bin-n,1,http://wordnet-rdf.princeton.edu/wn31/102823933-n,0,http://wordnet-rdf.princeton.edu/wn31/103752065-n,,,,,,,,,,,,,,,,,,,,,,,,
pv952,lost river,lost river,http://www.geonames.org/ontology#H.STMSB,http://www.geonames.org/ontology#H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv953,lot,,,,http://wordnet-rdf.princeton.edu/wn31/lot-n,6,http://wordnet-rdf.princeton.edu/wn31/108692708-n,5,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv954,lough,,,,http://wordnet-rdf.princeton.edu/wn31/lough-n,2,http://wordnet-rdf.princeton.edu/wn31/109366493-n,0,http://wordnet-rdf.princeton.edu/wn31/109351810-n,,,,http://wordnet-rdf.princeton.edu/wn31/109366566-n,0,http://wordnet-rdf.princeton.edu/wn31/109280667-n,,,,,,,,,,,,,,,,,,
pv955,lowland,,,,http://wordnet-rdf.princeton.edu/wn31/lowland-n,1,http://wordnet-rdf.princeton.edu/wn31/109367095-n,1,http://wordnet-rdf.princeton.edu/wn31/109388914-n,,,,,,,,,,,,,,,,,,,,,,,,
pv956,lunar crater,,,,http://wordnet-rdf.princeton.edu/wn31/lunar+crater-n,1,http://wordnet-rdf.princeton.edu/wn31/109367221-n,0,http://wordnet-rdf.princeton.edu/wn31/109282125-n,lunar crater,http://dbpedia.org/ontology/LunarCrater,http://dbpedia.org/ontology/NaturalPlace,,,,,,,,,,,,,,,,,,,,,
pv957,lunchroom,,,,http://wordnet-rdf.princeton.edu/wn31/lunchroom-n,1,http://wordnet-rdf.princeton.edu/wn31/103702886-n,1,http://wordnet-rdf.princeton.edu/wn31/104088393-n,,,,,,,,,,,,,,,,,,,,,,,,
pv958,lurking place,,,,http://wordnet-rdf.princeton.edu/wn31/lurking+place-n,1,http://wordnet-rdf.princeton.edu/wn31/108601888-n,0,http://wordnet-rdf.princeton.edu/wn31/108601976-n,,,,,,,,,,,,,,,,,,,,,,,,
pv959,lyceum,,,,http://wordnet-rdf.princeton.edu/wn31/lyceum-n,2,http://wordnet-rdf.princeton.edu/wn31/103704057-n,0,http://wordnet-rdf.princeton.edu/wn31/103483839-n,,,,,,,,,,,,,,,,,,,,,,,,
pv960,maar,,,,http://wordnet-rdf.princeton.edu/wn31/maar-n,1,http://wordnet-rdf.princeton.edu/wn31/109367621-n,0,http://wordnet-rdf.princeton.edu/wn31/109495543-n,,,,,,,,,,,,,,,,,,,,,,,,
pv961,madhouse,,,,http://wordnet-rdf.princeton.edu/wn31/madhouse-n,1,http://wordnet-rdf.princeton.edu/wn31/102823933-n,0,http://wordnet-rdf.princeton.edu/wn31/103752065-n,,,,,,,,,,,,,,,,,,,,,,,,
pv962,main,,,,http://wordnet-rdf.princeton.edu/wn31/main-n,2,http://wordnet-rdf.princeton.edu/wn31/109368829-n,0,http://wordnet-rdf.princeton.edu/wn31/109248053-n,,,,,,,,,,,,,,,,,,,,,,,,
pv963,main street,,,,http://wordnet-rdf.princeton.edu/wn31/Main+Street-n,1,http://wordnet-rdf.princeton.edu/wn31/108689560-n,0,http://wordnet-rdf.princeton.edu/wn31/108683242-n,,,,,,,,,,,,,,,,,,,,,,,,
pv964,mainland,,,,http://wordnet-rdf.princeton.edu/wn31/mainland-n,1,http://wordnet-rdf.princeton.edu/wn31/109369017-n,3,http://wordnet-rdf.princeton.edu/wn31/109357302-n,,,,,,,,,,,,,,,,,,,,,,,,
pv965,maisonette,,,,http://wordnet-rdf.princeton.edu/wn31/maisonette-n,2,http://wordnet-rdf.princeton.edu/wn31/103718690-n,0,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,,,,,,,,,,,,,,,,,,,,,
pv966,maisonnette,,,,http://wordnet-rdf.princeton.edu/wn31/maisonnette-n,2,http://wordnet-rdf.princeton.edu/wn31/103718690-n,0,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,,,,,,,,,,,,,,,,,,,,,
pv967,mall,mall,http://www.geonames.org/ontology#S.MALL,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv968,man-made lake,,,,http://wordnet-rdf.princeton.edu/wn31/man-made+lake-n,1,http://wordnet-rdf.princeton.edu/wn31/104085859-n,0,http://wordnet-rdf.princeton.edu/wn31/109351810-n,,,,,,,,,,,,,,,,,,,,,,,,
pv969,maneuver area,maneuver area,http://www.geonames.org/ontology#L.MVA,http://www.geonames.org/ontology#L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv970,mangrove island,mangrove island,http://www.geonames.org/ontology#T.ISLM,http://www.geonames.org/ontology#T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv971,mangrove swamp,mangrove swamp,http://www.geonames.org/ontology#H.MGV,http://www.geonames.org/ontology#H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv972,manor,,,,http://wordnet-rdf.princeton.edu/wn31/manor-n,2,http://wordnet-rdf.princeton.edu/wn31/103723997-n,1,http://wordnet-rdf.princeton.edu/wn31/103724592-n,,,,,,,,,,,,,,,,,,,,,,,,
pv973,manor house,,,,http://wordnet-rdf.princeton.edu/wn31/manor+house-n,1,http://wordnet-rdf.princeton.edu/wn31/103723997-n,2,http://wordnet-rdf.princeton.edu/wn31/103724592-n,,,,,,,,,,,,,,,,,,,,,,,,
pv974,manse,,,,http://wordnet-rdf.princeton.edu/wn31/manse-n,2,http://wordnet-rdf.princeton.edu/wn31/103724592-n,1,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,http://wordnet-rdf.princeton.edu/wn31/103724474-n,0,http://wordnet-rdf.princeton.edu/wn31/104086356-n,,,,,,,,,,,,,,,,,,
pv975,mansion,,,,http://wordnet-rdf.princeton.edu/wn31/mansion-n,2,http://wordnet-rdf.princeton.edu/wn31/103724592-n,0,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,,,,,,,,,,,,,,,,,,,,,
pv976,mansion house,,,,http://wordnet-rdf.princeton.edu/wn31/mansion+house-n,1,http://wordnet-rdf.princeton.edu/wn31/103724592-n,0,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,,,,,,,,,,,,,,,,,,,,,
pv977,mare clausum,,,,http://wordnet-rdf.princeton.edu/wn31/mare+clausum-n,1,http://wordnet-rdf.princeton.edu/wn31/109369632-n,0,http://wordnet-rdf.princeton.edu/wn31/109499461-n,,,,,,,,,,,,,,,,,,,,,,,,
pv978,mare liberum,,,,http://wordnet-rdf.princeton.edu/wn31/mare+liberum-n,1,http://wordnet-rdf.princeton.edu/wn31/109369771-n,0,http://wordnet-rdf.princeton.edu/wn31/109499461-n,,,,,,,,,,,,,,,,,,,,,,,,
pv979,marina,marina,http://www.geonames.org/ontology#S.MAR,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv980,marine channel,marine channel,http://www.geonames.org/ontology#H.CHNM,http://www.geonames.org/ontology#H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv981,maritime school,maritime school,http://www.geonames.org/ontology#S.SCHN,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv982,market,market,http://www.geonames.org/ontology#S.MKT,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv983,market cross,,,,http://wordnet-rdf.princeton.edu/wn31/market+cross-n,1,http://wordnet-rdf.princeton.edu/wn31/108615529-n,0,http://wordnet-rdf.princeton.edu/wn31/108617999-n,,,,,,,,,,,,,,,,,,,,,,,,
pv984,market garden,,,,http://wordnet-rdf.princeton.edu/wn31/market+garden-n,1,http://wordnet-rdf.princeton.edu/wn31/103727660-n,0,http://wordnet-rdf.princeton.edu/wn31/103422255-n,,,,,,,,,,,,,,,,,,,,,,,,
pv985,market town,,,,http://wordnet-rdf.princeton.edu/wn31/market+town-n,1,http://wordnet-rdf.princeton.edu/wn31/108689811-n,0,http://wordnet-rdf.princeton.edu/wn31/108683242-n,,,,,,,,,,,,,,,,,,,,,,,,
pv986,marsh,marsh(es),http://www.geonames.org/ontology#H.MRSH,http://www.geonames.org/ontology#H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv987,marshalling yard,,,,http://wordnet-rdf.princeton.edu/wn31/marshalling+yard-n,1,http://wordnet-rdf.princeton.edu/wn31/103729144-n,1,http://wordnet-rdf.princeton.edu/wn31/104618511-n,,,,,,,,,,,,,,,,,,,,,,,,
pv988,masjid,,,,http://wordnet-rdf.princeton.edu/wn31/masjid-n,1,http://wordnet-rdf.princeton.edu/wn31/103730247-n,0,http://wordnet-rdf.princeton.edu/wn31/103959692-n,,,,,,,,,,,,,,,,,,,,,,,,
pv989,massage parlor,,,,http://wordnet-rdf.princeton.edu/wn31/massage+parlor-n,2,http://wordnet-rdf.princeton.edu/wn31/103731724-n,0,http://wordnet-rdf.princeton.edu/wn31/104588881-n,,,,,,,,,,,,,,,,,,,,,,,,
pv990,massif,,,,http://wordnet-rdf.princeton.edu/wn31/massif-n,1,http://wordnet-rdf.princeton.edu/wn31/109371357-n,0,http://wordnet-rdf.princeton.edu/wn31/109310874-n,,,,,,,,,,,,,,,,,,,,,,,,
pv991,mastaba,,,,http://wordnet-rdf.princeton.edu/wn31/mastaba-n,1,http://wordnet-rdf.princeton.edu/wn31/103732558-n,0,http://wordnet-rdf.princeton.edu/wn31/103459977-n,,,,,,,,,,,,,,,,,,,,,,,,
pv992,mastabah,,,,http://wordnet-rdf.princeton.edu/wn31/mastabah-n,1,http://wordnet-rdf.princeton.edu/wn31/103732558-n,0,http://wordnet-rdf.princeton.edu/wn31/103459977-n,,,,,,,,,,,,,,,,,,,,,,,,
pv993,master source holdings list,master source holdings list,http://www.geonames.org/ontology#L.ZZZZZ,http://www.geonames.org/ontology#L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv994,maternity hospital,,,,http://wordnet-rdf.princeton.edu/wn31/maternity+hospital-n,1,http://wordnet-rdf.princeton.edu/wn31/103735825-n,0,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv995,mausoleum,,,,http://wordnet-rdf.princeton.edu/wn31/mausoleum-n,1,http://wordnet-rdf.princeton.edu/wn31/103737605-n,1,http://wordnet-rdf.princeton.edu/wn31/102925268-n,,,,,,,,,,,,,,,,,,,,,,,,
pv996,meadow,meadow,http://www.geonames.org/ontology#V.MDW,http://www.geonames.org/ontology#V,http://wordnet-rdf.princeton.edu/wn31/meadow-n,1,http://wordnet-rdf.princeton.edu/wn31/108588163-n,6,http://wordnet-rdf.princeton.edu/wn31/108615857-n,,,,,,,,,,,,,,,,,,,,,,,,
pv997,meander neck,meander neck,http://www.geonames.org/ontology#T.NKM,http://www.geonames.org/ontology#T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv998,meat house,,,,http://wordnet-rdf.princeton.edu/wn31/meat+house-n,2,http://wordnet-rdf.princeton.edu/wn31/103741760-n,1,http://wordnet-rdf.princeton.edu/wn31/103550330-n,,,,http://wordnet-rdf.princeton.edu/wn31/104253859-n,1,http://wordnet-rdf.princeton.edu/wn31/103550330-n,,,,,,,,,,,,,,,,,,
pv999,mecca,,,,http://wordnet-rdf.princeton.edu/wn31/mecca-n,1,http://wordnet-rdf.princeton.edu/wn31/108616124-n,0,http://wordnet-rdf.princeton.edu/wn31/108682181-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1000,median valley,median valley,http://www.geonames.org/ontology#U.MDVU,http://www.geonames.org/ontology#U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1001,medical building,,,,http://wordnet-rdf.princeton.edu/wn31/medical+building-n,1,http://wordnet-rdf.princeton.edu/wn31/103745009-n,0,http://wordnet-rdf.princeton.edu/wn31/102916498-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1002,medical center,medical center,http://www.geonames.org/ontology#S.CTRM,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1003,medium,,,,http://wordnet-rdf.princeton.edu/wn31/medium-n,11,http://wordnet-rdf.princeton.edu/wn31/108585671-n,4,http://wordnet-rdf.princeton.edu/wn31/108584764-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1004,meetinghouse,,,,http://wordnet-rdf.princeton.edu/wn31/meetinghouse-n,1,http://wordnet-rdf.princeton.edu/wn31/103104273-n,0,http://wordnet-rdf.princeton.edu/wn31/103959692-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1005,megalopolis,,,,http://wordnet-rdf.princeton.edu/wn31/megalopolis-n,1,http://wordnet-rdf.princeton.edu/wn31/108555271-n,1,http://wordnet-rdf.princeton.edu/wn31/108693705-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1006,melting pot,,,,http://wordnet-rdf.princeton.edu/wn31/melting+pot-n,2,http://wordnet-rdf.princeton.edu/wn31/108616252-n,2,http://wordnet-rdf.princeton.edu/wn31/108584764-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1007,memorial,,,,,,,,,memorial,http://dbpedia.org/ontology/Memorial,http://dbpedia.org/ontology/Monument,,,,,,,,,,,,,,,,,,,,,
pv1008,memorial park,,,,http://wordnet-rdf.princeton.edu/wn31/memorial+park-n,1,http://wordnet-rdf.princeton.edu/wn31/108538806-n,0,http://wordnet-rdf.princeton.edu/wn31/108668822-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1009,mental home,,,,http://wordnet-rdf.princeton.edu/wn31/mental+home-n,1,http://wordnet-rdf.princeton.edu/wn31/103752065-n,0,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1010,mental hospital,,,,http://wordnet-rdf.princeton.edu/wn31/mental+hospital-n,1,http://wordnet-rdf.princeton.edu/wn31/103752065-n,0,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1011,mental institution,,,,http://wordnet-rdf.princeton.edu/wn31/mental+institution-n,1,http://wordnet-rdf.princeton.edu/wn31/103752065-n,1,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1012,mere,,,,http://wordnet-rdf.princeton.edu/wn31/mere-n,1,http://wordnet-rdf.princeton.edu/wn31/109374444-n,0,http://wordnet-rdf.princeton.edu/wn31/109420266-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1013,mesa,mesa(s),http://www.geonames.org/ontology#T.MESA,http://www.geonames.org/ontology#T,http://wordnet-rdf.princeton.edu/wn31/mesa-n,1,http://wordnet-rdf.princeton.edu/wn31/109374802-n,0,http://wordnet-rdf.princeton.edu/wn31/109476138-n,,,,,,,,,,mesa,http://www.geonames.org/ontology#U.MESU,http://www.geonames.org/ontology#U,,,,,,,,,,,,
pv1014,meteorological station,meteorological station,http://www.geonames.org/ontology#S.STNM,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1015,metro station,metro station,http://www.geonames.org/ontology#S.MTRO,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1016,metropolis,,,,http://wordnet-rdf.princeton.edu/wn31/metropolis-n,2,http://wordnet-rdf.princeton.edu/wn31/108542298-n,7,http://wordnet-rdf.princeton.edu/wn31/108643858-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1017,mid-water,,,,http://wordnet-rdf.princeton.edu/wn31/mid-water-n,1,http://wordnet-rdf.princeton.edu/wn31/109377505-n,0,http://wordnet-rdf.princeton.edu/wn31/109248053-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1018,midden,,,,http://wordnet-rdf.princeton.edu/wn31/midden-n,2,http://wordnet-rdf.princeton.edu/wn31/108578097-n,0,http://wordnet-rdf.princeton.edu/wn31/108577564-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1019,midway,,,,http://wordnet-rdf.princeton.edu/wn31/midway-n,1,http://wordnet-rdf.princeton.edu/wn31/108632321-n,0,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1020,military base,military base,http://www.geonames.org/ontology#L.MILB,http://www.geonames.org/ontology#L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1021,military hospital,,,,http://wordnet-rdf.princeton.edu/wn31/military+hospital-n,1,http://wordnet-rdf.princeton.edu/wn31/103768517-n,0,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1022,military installation,military installation,http://www.geonames.org/ontology#S.INSM,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1023,military school,military school,http://www.geonames.org/ontology#S.SCHM,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1024,military structure,,,,,,,,,military structure,http://dbpedia.org/ontology/MilitaryStructure,http://dbpedia.org/ontology/Building,,,,,,,,,,,,,,,,,,,,,
pv1025,mill,mill(s),http://www.geonames.org/ontology#S.ML,http://www.geonames.org/ontology#S,,,,,,Mill,http://dbpedia.org/ontology/Mill,http://dbpedia.org/ontology/Building,,,,,,,,,,,,,,,,,,,,,
pv1026,millpond,,,,http://wordnet-rdf.princeton.edu/wn31/millpond-n,1,http://wordnet-rdf.princeton.edu/wn31/109378158-n,1,http://wordnet-rdf.princeton.edu/wn31/109420266-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1027,mine,mine(s),http://www.geonames.org/ontology#S.MN,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv1028,mine field,,,,http://wordnet-rdf.princeton.edu/wn31/mine+field-n,1,http://wordnet-rdf.princeton.edu/wn31/108692202-n,1,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv1029,minefield,,,,http://wordnet-rdf.princeton.edu/wn31/minefield-n,1,http://wordnet-rdf.princeton.edu/wn31/108524276-n,0,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
